EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
660191840,ASOCIACION PUERTORRIQUENA DEL,,PO BOX 195247,SAN JUAN,PR,00919-5247,0000,03,3,1000,200906,1,15,000000000,1,01,201906,4,3,02,0,06,268817,36269,36269,G45,PULMON
660191841,PUERTO RICO CANCER AND HEALTH FOUNDATION INC,% HOSPITAL ONCOLOGICO ANDRES GRILLA,PO BOX 336780,PONCE,PR,00733-6780,0000,03,3,1000,200005,1,12,000000000,1,01,201806,4,3,02,0,06,296211,48324,48324,E24,
660191857,COLEGIO PONCENO INC,,1900 CARR 14,COTO LAUREL,PR,00780-2147,0928,03,9,7100,194603,1,11,000000000,5,01,,7,6,13,0,12,,,,,
660191935,CASA DE NINOS MANUEL FERNANDEZ JUNCOS INC,,SANTURCE,SAN JUAN,PR,00912-0000,0000,03,3,1000,199106,1,15,326000000,1,01,201906,6,6,01,0,06,2529459,2181604,2181604,,
660191965,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO,% THE ORGANIZATION,2250 BLVD LUIS A FERRE SUITE 523,PONCE,PR,00717-0655,0928,03,9,1200,194603,1,11,000000000,5,01,201906,9,9,01,0,06,128828910,71750155,71578987,B430,
660192508,SEMINARIO EVANGEICO DE PR,,776 AVE PONCE DE LEON,SAN JUAN,PR,00925-2207,0000,03,3,7000,199110,1,11,000000000,1,01,,0,0,13,0,05,,,,,
660192808,PRIMERA IGLESIA BAUTISTA DE RIO PIE DRAS INC,,PO BOX 21342,SAN JUAN,PR,00925-0000,3125,03,9,7000,195504,1,10,001000000,5,01,,0,0,06,0,12,,,,,
660194027,ASOCIACION DE MAESTROS DE P R,,PO BOX 191088,SAN JUAN,PR,00919-1088,0000,05,3,3000,201909,2,00,000000000,1,01,201906,8,8,01,0,06,16161996,41395079,41395079,J40,ASOCIACION DE MAESTROS DE P R
660194690,COLEGIO DE ABOGADOS DE P R,% COLE,PO BOX 9021,SAN JUAN,PR,00908-0021,0000,06,3,2000,201902,2,00,000000000,1,01,201912,7,6,01,0,12,6043779,1647053,1647053,S41,
660196040,INSTITUTO PSICOPEDAGOGICO DE PUERTO RICO,% AIXA RIVERA ACCOUNTANT,PO BOX 363744,SAN JUAN,PR,00936-3744,0000,03,3,1000,200103,1,16,000000000,1,01,201906,6,6,01,0,06,2574185,4898139,4898139,F33,
660197812,COLEGIO DE INGENIEROS Y AGRIMENSORES DE PR,,PO BOX 363845,SAN JUAN,PR,00936-3845,0000,06,3,2000,194505,0,00,000000000,1,01,201908,8,6,01,0,08,12037728,4636633,4636633,,
660197834,IGLESIA EPISCOPAL PUERTORRIQUENA INC,,PO BOX 902,SAINT JUST,PR,00978-0902,0000,03,3,7000,199902,1,10,000000000,1,01,,0,0,06,0,12,,,,,
660197896,COLEGIO SAN JOSE MARIANIST CORP,% FRANCISCO T GONZALEZ SM MD,PO BOX 21300,SAN JUAN,PR,00928-1300,0000,03,3,2000,201008,1,11,000000000,1,01,201906,8,7,01,0,06,13509699,6455455,6394310,B25,
660199364,SAINT JOHNS SCHOOL,,1466 ASHFORD AVE,SAN JUAN,PR,00907-0000,0000,03,3,2000,196309,1,11,046030000,5,01,201906,8,8,01,0,06,26611266,12846170,12626379,B20Z,
660200470,CARIBE GIRL SCOUTS COUNCIL INC,,500 CALLE ELISA COLBERG,SAN JUAN,PR,00907-2607,0000,03,3,1200,199405,1,15,320000000,1,01,201806,6,5,01,0,06,2089725,932338,928964,O420,
660201206,SISTEMA UNIVERSITARIO ANA G MENDEZ,,PO BOX 21345,SAN JUAN,PR,00928-1345,0000,03,3,1200,198102,1,11,046030000,1,01,201907,9,9,01,0,07,358405546,392284341,283434343,B430,
660201809,BOY SCOUTS OF AMERICA,,AVE ESMERALDA 405SUITE 102 PMB 661,GUAYNABO,PR,00969-0000,1761,03,9,1200,196511,1,15,059328908,5,01,,0,0,01,0,12,,,,,661 PUERTO RICO COUNCIL
660202913,HOGAR DE NINAS DE CUPEY INC,% BPPR,PO BOX 261150,SAN JUAN,PR,00926-2636,0000,03,3,1000,200001,1,15,000000000,1,01,201912,4,4,01,0,06,213724,214933,-26678,P430,
660204435,COLEGIO PUERTORRIQUENO DE NINAS,,208 CALLE TURQUESA,GUAYNABO,PR,00968-3401,0000,03,3,1200,201906,1,11,000000000,1,01,201907,0,0,02,0,07,0,0,0,B20,URB GOLDEN GATE
660204707,SOCIEDAD PRO HOSPITAL DEL NINO,,PO BOX 2124,SAN JUAN,PR,00922-2124,0000,03,3,1000,192404,1,15,150000000,1,01,201906,7,7,01,0,06,7917776,8249538,8249538,,
660204776,BELLA VISTA HOSPITAL INC,,CARR 349 KM 2 7 CERRO LAS MESAS,MAYAGUEZ,PR,00680-0000,0000,03,3,7000,199601,1,12,150000000,1,01,,0,0,13,0,12,,,,E20Z,
660204831,YMCA OF PONCE INC PONCE,,7843 CALLE NAZARET,PONCE,PR,00717-1005,0000,03,3,1700,201806,1,15,324029349,1,01,201912,5,5,01,0,12,800150,704432,697918,,
660205634,LIGA PUERTORRIQUENA CONTRA EL CANCER,,PO BOX 191811,SAN JUAN,PR,00919-1811,0000,03,3,1000,200410,1,12,000000000,1,01,202006,0,0,02,0,06,0,0,0,E22,
660206444,COOPERATIVE DE AHORRO Y CREDITO DE LARE,,PO BOX 362,LARES,PR,00669-0362,0000,14,3,1000,199102,2,00,251000000,1,01,201912,9,7,01,0,12,154747227,9527111,9527111,,DE LARE
660207156,UNIVERSIDAD DEL SAGRADO CORAZON INC,,PO BOX 12383,SAN JUAN,PR,00914-8505,0000,03,3,2000,196906,1,11,046030000,1,01,,0,0,14,0,06,,,,,
660207947,SOCIEDAD DE EDUCACION Y REHABILITACION SER DE P R,,500 CALLE BAEZ URB PEREZ MORIS,SAN JUAN,PR,00917-0000,0000,03,3,1200,200206,1,15,000000000,1,01,201808,7,7,01,0,08,8086314,6774707,6774707,E50,
660208675,COLEGIO HOGAR ANGELES CUSTODIOS INC,,13 CALLE SICILIA,SAN JUAN,PR,00923-1773,0000,03,3,2000,201505,1,11,000000000,1,01,201805,5,5,01,0,05,540523,698545,698545,B20,
660212966,COLEGIO SAN IGNACIO DE LOYOLA,,1940 CALLE SAUCO,SAN JUAN,PR,00927-6718,0928,03,9,7000,194603,1,10,031150120,5,01,,0,0,06,0,07,,,,,
660214426,COLEGIO SAGRADO CORAZON DE JESUS,,PO BOX 331510,PONCE,PR,00733-1510,0928,03,9,1700,194603,1,10,000000000,5,01,,6,6,06,0,12,,,,,
660214491,COOPERATIVA DE AHORRO Y CREDITO DE ISABELA,% PLAZA COOPERATIVA BUILDING,PO BOX 552,ISABELA,PR,00662-0552,0000,14,3,1000,198602,2,00,250000000,1,01,201912,9,8,01,0,12,312356717,14428836,14428836,,
660215050,INSTITUTO DEL HOGAR CELIA Y HARRIS BUNKER INC,,URB HYDE PARK CALLE LOS MIRTOS 154,SAN JUAN,PR,00927-0000,0000,03,3,1000,199802,1,15,166000000,1,01,201906,4,4,01,0,06,158793,177257,177257,P40Z,
660215656,UNITE HERE,% JASON RIVERA,PO BOX 13037,SAN JUAN,PR,00908-3037,8177,05,9,3000,199802,2,00,263261000,1,01,201912,5,5,01,0,12,601090,872754,872754,,610 GWU LOCAL DE PUERTO RICO
660216949,COLEGIO DE LA INMACULADA CONCEPCION,,1711 AVE PONCE DE LEON,SAN JUAN,PR,00909-1985,0000,03,3,2000,201611,1,11,000000000,1,01,201812,3,5,01,0,12,26123,603439,603439,B20,
660217489,COOPERATIVE AHORRO Y CREDITO DE AGUADILLA,% AVENIDA SAN CARLOS,PO BOX 541,AGUADILLA,PR,00605-0541,0000,14,3,1000,198712,2,00,250000000,1,01,201912,9,7,01,0,12,100512880,5849426,5849426,,
660217490,COOPERATIVA DE AHORRO Y CREDITO DE AGUADA,,PO BOX 543,AGUADA,PR,00602-0543,0000,14,3,2000,198604,2,00,251000000,1,01,201912,9,8,01,0,12,174005226,10002293,10002293,,
660219031,FUNDACION MODESTO GOTAY PRO PERSONAS CON DISCAPACIDAD INTELECT,,PO BOX 665,TRUJILLO ALTO,PR,00977-0665,0000,03,3,1000,199902,1,15,031000000,1,01,201806,6,6,01,0,06,3533231,2855504,2855504,,
660219584,COOPERATIVA DE AHORRO Y CREDITO CAMUY,,300 AVENIDA BALTAZAR JIMENEZ MENDEZ,CAMUY,PR,00627-0000,0000,14,3,1000,198607,2,00,250000000,1,01,201812,9,7,01,0,12,181186186,9542007,9542007,,
660219758,MENNONITE GENERAL HOSPITAL INC,% THE ORGANIZATION,PO BOX 1379,AIBONITO,PR,00705-1379,0000,03,3,1000,197711,1,12,150000000,1,01,201903,9,9,01,0,03,259119865,218537942,218537942,E220,
660219759,WESLEYAN ACADEMY,% REV FERNANDO VAZQUEZ HEADMASTER,PO BOX 1489,GUAYNABO,PR,00970-1489,2079,03,9,7200,197005,2,10,601030000,5,01,,0,0,06,0,12,,,,,
660220429,COOPERATIVA AHORRO Y CREDITO DE MAN ATI INC,% MCKINLEY,PO BOX 30562,MANATI,PR,00674-8516,0000,14,3,1000,198607,2,00,251000000,1,01,201912,9,8,01,0,12,181339510,11459002,11459002,,
660223136,UNION CHURCH OF SAN JUAN,% ALAN T UDALL,2310 CALLE LAUREL PUNTA LAS MARIAS,SAN JUAN,PR,00913-0000,0000,03,3,7000,197008,1,10,001000000,1,01,,0,0,06,0,12,,,,,
660224450,COOPERATIVA DE AHORRO Y CREDITO SAN RAFAEL DE QUE,,PO BOX 1531,QUEBRADILLAS,PR,00678-1531,0000,14,3,1000,198408,2,00,251000000,1,01,201912,9,8,01,0,12,179025069,10686875,10686875,,
660225823,CENTRO GERIATRICO SAN RAFAEL,% ASILO DE ANCIANOS,49 CALLE CERVANTES,ARECIBO,PR,00612-4558,0928,03,9,1200,194603,1,10,000000000,5,01,,0,0,06,0,12,,,,,
660226500,CARIBEAN SYNOD OF THE EVANGELICAL LUTHERAN CHURCH IN AMERICA,,PMB 359 425 CARR 693 STE 1 BO MAGU,DORADO,PR,00646-0000,9386,03,9,7000,198704,1,10,000000000,5,01,,0,0,06,0,12,,,,,
660226996,IGLESIAS BAUTISTAS DE PUERTO RICO,,PO BOX 6017,CAROLINA,PR,00984-6017,3125,03,9,7000,195504,1,10,001000000,5,01,,0,0,06,0,12,,,,,
660227304,HOSPITAL DE LA CONCEPCION INC,,PO BOX 285,SAN GERMAN,PR,00683-0285,0928,03,9,7000,194603,1,12,031150120,5,01,201912,9,9,01,0,12,102313417,77502233,77502233,,
660227873,COOPERATIVA DE AHORRO Y CREDITO DR M ZENO GANDIA,% COOPERATIVA DE AHORRA Y CREDITO M,URB VILLA LOS SANTOS CARR 653 KM,ARECIBO,PR,00612-0000,0000,14,3,1000,198507,2,00,000000000,5,01,201812,9,7,01,0,12,197965470,8371762,8371762,,
660228482,COOPERATIVA DE AHORRO Y CREDITO DE RINCON,,PO BOX 608,RINCON,PR,00677-0608,0000,14,3,1000,198608,2,00,250000000,1,01,201906,9,8,01,0,06,536008236,25290689,25290689,,
660232211,P R INC,% ESTER OQUENDO DEMANTILLA,1555 CALLE VICTORIA,SAN JUAN,PR,00912-3123,2062,03,9,2700,197002,1,10,059029000,5,01,,0,0,01,0,12,,,,,
660233596,ALLIANCE FRANCAISE DE PUERTO RICO,,206 CALLE ROSARIO,SAN JUAN,PR,00911-1930,0000,03,3,2000,201808,1,16,000000000,1,01,201912,5,6,01,0,12,521522,1001644,1001644,A20,
660234412,CARLOS ALBIZU UNIVERSITY,,PO BOX 9023711,SAN JUAN,PR,00902-3711,0000,03,3,1000,197401,1,15,000000000,1,01,201906,9,8,01,0,06,52734613,35018492,34630263,B12,FERRE MAURICIO
660234885,CARIBBEAN SCHOOL INC,,1689 CALLE NAVARRA,PONCE,PR,00730-4043,0000,03,3,2000,196903,1,11,046030000,1,01,201906,6,6,01,0,06,3445144,3573987,3573987,,
660235625,LUIS A FERRE FOUNDATION INC,,PO BOX 9027,PONCE,PR,00732-9027,0000,03,3,1000,196609,1,15,602921040,1,01,201806,9,6,01,0,06,51668826,4028151,3768367,A510,
660237982,COOPERATIVA DE AHORRO Y CREDITO HATILLO,% AVE PABLO J AGULILAR EDIFICIO,PO BOX 95,HATILLO,PR,00659-0095,0000,14,3,1000,198702,2,00,250000000,1,01,201906,9,7,01,0,06,120576105,5999849,5999849,,COOPERATIVA DE AC DE HATILLO
660238586,JEWISH COMMUNITY CENTER OF PUERTO RICO,,903 AVE PONCE DE LEON,SAN JUAN,PR,00907-3329,0000,03,3,7000,199401,1,10,001000000,1,01,,0,0,06,0,06,,,,,
660240779,COLEGIO DE CIRUJANOS DENTISTAS DE PUERTO RICO,,URB BALDRICH 200 CALLE MANUEL DOMEN,SAN JUAN,PR,00918-0000,0000,03,3,2000,201609,1,16,000000000,1,01,201902,6,5,01,0,02,2385011,993468,993468,G02,
660244040,CORPORACION EDUCATIVA RAMON BARQUIN,% OFFICERS OF THE CORPORATION,PO BOX 7884,GUAYNABO,PR,00970-7884,0000,03,3,2000,198605,1,11,046000000,1,01,201906,8,7,01,0,06,11346327,6992476,6992476,Z99Z,AVE LOMAS VERDES KM 6 8 GAUYNABO
660258767,CARIBBEAN CONSOLIDATED SCHOOLS INC,% CARIBBEAN PREPARATORY SCHOOL,PO BOX 70177,SAN JUAN,PR,00936-8177,0000,03,3,2000,200509,1,11,998000000,1,01,201806,7,7,01,0,06,9254085,9050066,9050066,B25,
660258919,RYDER MEMORIAL HOSPITAL INC,,PO BOX 859,HUMACAO,PR,00792-0859,0000,03,3,1280,196906,1,12,161180150,1,01,201912,8,8,01,0,12,40016530,44260686,44260686,E220,
660259184,UNITED STATES POWER SQUADRONS,% EDIBERTO QUINONES,N37 CALLE MALVA,PONCE,PR,00716-4010,1041,03,9,2000,194903,1,16,030000000,5,01,202012,0,0,02,0,12,0,0,0,,33 PONCE POWER SQUADRON
660259904,UNIVERSIDAD CENTRAL DE BAYAMON INC,,PO BOX 1725,BAYAMON,PR,00960-1725,0928,03,9,1000,197001,0,16,000000000,1,01,201906,8,8,01,0,06,33298897,11588550,11588550,,
660261624,PRIMERA IGLESIA BAUTISTA PLAYA PONCE,,PO BOX 7630,PONCE,PR,00732-7630,0000,03,3,7000,200211,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
660261701,LA CASA DEL LIBRO INC,% WILFREDO GEIGEL,PO BOX 9023544,SAN JUAN,PR,00902-3544,0000,03,3,2000,201409,1,15,059000000,1,01,201812,4,4,01,0,12,220222,209328,184935,A50,
660262723,ASOCIACION DE PRODUCTOS DE,% ROSALIA DE LA FUENTE,PO BOX 363631,SAN JUAN,PR,00936-3631,0000,06,3,2000,201008,2,00,000000000,1,01,202002,5,6,01,0,02,943106,1470439,1470439,S41,
660263752,ASOCIACION MARISTA DE PUERTO RICO INC,,ALTURAS DE TORRIMAR 6 CALLE M CHAMP,GUAYNABO,PR,00969-0000,0000,03,3,7000,201103,1,11,000000000,1,01,,0,0,13,0,06,,,,B20,
660264286,FUNDACION DE DESARROLLO COMUNAL DE P R INC,% FUNDACION DR DESARROLO COMUNAL DE,PO BOX 6300,CAGUAS,PR,00726-6300,0000,03,3,1000,198612,1,15,000000000,1,01,201806,6,5,01,0,06,4563597,819343,819343,L410,
660265077,SERVICE EMPLOYEES INTERNATIONAL UNION,% ROBERTO PAGAN,1018 AVE PONCE DE LEON,SAN JUAN,PR,00925-2906,0647,05,9,3000,194311,2,00,264000000,5,01,201806,6,6,01,0,06,3303810,4586815,4586815,,AFILIADO
660265391,PUERTO RICO LEGAL SERVICES INCORPORATED,,PO BOX 9134,SAN JUAN,PR,00908-0134,0000,03,3,1000,199203,1,15,462000000,1,01,201812,7,8,01,0,12,7839833,17071490,17071490,,
660265804,COLEGIO EVANGELICO CAPITAN CORREA INC,,PO BOX 142247,ARECIBO,PR,00614-2247,0000,03,3,2000,199203,1,11,046030000,1,01,,0,0,13,0,06,,,,,
660265919,PRIMERA INGLESIA DEL NAZARENO,,PO BOX 823,PONCE,PR,00780-0823,0000,03,3,7000,199211,1,10,001000000,1,01,,0,0,06,0,03,,,,,
660266453,COOPERATIVE DE AHORRO Y CREDITO DE BARRANQUITAS,,PO BOX 686,BARRANQUITAS,PR,00794-0686,0000,14,3,1000,198706,2,00,251000000,1,01,201912,9,8,01,0,12,233803526,13886163,13886163,,
660268234,ESPERANZA PARA LA VEJEZ INC,,DD-16 AVENIDA LOS MILLONES,BAYAMON,PR,00956-0000,0000,03,3,1000,199807,1,15,515000000,1,01,201909,7,6,01,0,09,5113773,2467490,2467490,P20Z,
660268890,CLUB DE ORO CAGUAS PR INC,,PO BOX 9176,CAGUAS,PR,00726-9176,0000,03,3,1000,201703,1,15,999000000,1,01,201809,4,5,01,0,09,346664,588235,588235,P81,
660269222,FONDOS UNIDOS DE PUERTO RICO INC,,PO BOX 191914,SAN JUAN,PR,00919-1914,0000,03,3,1000,197112,1,15,927318000,1,01,201912,7,7,01,0,12,9964118,6756510,6756510,T700,
660269594,FIDEICOMISO DE BALLETS DE SAN JUAN,% ORLANDO CARRERAS PADILLA,PO BOX 20969,SAN JUAN,PR,00910-2069,0000,03,3,2000,201908,1,11,000000000,2,01,,0,0,01,0,06,,,,A63,
660269897,COOPERATIVA LA SAGRADA FAMILIA,,PO BOX 102,COROZAL,PR,00783-0102,0000,14,3,1000,200712,2,00,000000000,1,01,201912,9,7,01,0,12,180766559,9850942,9850942,W610,
660270259,COOPERATIVA DE CREDITO CABO ROJO,,PO BOX 99,CABO ROJO,PR,00623-0099,0000,14,3,1000,200510,2,00,000000000,1,01,201812,9,7,01,0,12,181520963,9151129,9151129,W61,
660270533,AMERICAN LEGION,,AVE AGUSTIN CALERO SECT ZAMOT,ISABELA,PR,00662-0000,0925,19,9,1000,194603,1,00,907908000,5,01,201806,0,0,01,0,12,0,0,0,W30,0068 MANUEL CORCHADO JUARBE
660270553,AMERICAN LEGION,% TOMAS TORRES,4108CALLE ROBERTOBCOLLADO,PONCE,PR,00716-0000,0925,19,9,1000,194603,1,00,907908000,5,01,201812,0,0,02,0,12,0,0,0,,125 LUIS PACHECO LESPIER
660270597,AMERICAN LEGION,% NELSON ORTIZ,9 CALLEJON FAS,CABO ROJO,PR,00623-4363,0925,19,9,1000,194603,1,00,907908000,5,01,201812,0,0,02,0,12,0,0,0,,47 MONSERRATE PADILLA POST
660271454,HARVEY FOUNDATION INC,% 1519 PONCE DE LEON,33 RESOLUTIONS ST STE 801,SAN JUAN,PR,00920-0000,0000,03,3,1000,196803,1,04,602040000,1,01,201812,6,3,00,1,12,2355250,89617,,,
660271958,COOPERATIVA DE AHORRO Y CREDITO MAUNABO,,PO BOX 127,MAUNABO,PR,00707-0127,0000,14,3,1000,198907,2,00,250000000,1,01,201812,9,8,01,0,12,185733128,10753880,10753880,,
660272715,UNITED STATES POWER SQUADRONS,% NOEL RODRIGUEZ,1043 CALLE EGIPTO,TOA ALTA,PR,00953-3804,1041,03,9,2000,196802,1,16,030000000,5,01,201912,4,3,02,0,12,106224,25658,25658,,33 SAN JUAN POWER SQUADRON
660272821,BALDWIN SCHOOL OF PUERTO RICO INC,,CARR 833 KM 131,GUAYNABO,PR,00960-0000,0000,03,3,2000,200008,1,11,046030000,1,01,201906,8,8,01,0,06,17705610,12509587,12488829,B20,
660273895,AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES,% VILMARY CARABALLO,PO BOX 33150,SAN JUAN,PR,00933-3150,0194,05,9,3000,194010,2,00,263264265,5,01,201806,6,4,01,0,06,1077364,303643,297687,,2408 AFGE VA LOCAL
660274483,PUERTO RICO HOSPITAL ASSOCIATION,,VILLA NEVAREZ PROF CENTER STE 101,SAN JUAN,PR,00927-0000,0000,06,3,2000,201405,2,00,000000000,1,01,201912,6,6,01,0,12,3343220,1969795,1969795,E99,
660276355,ASPIRA INC DE PUERTO RICO,,PO BOX 29132,SAN JUAN,PR,00929-0132,0000,03,3,1200,197703,1,15,059149349,1,01,201906,6,6,01,0,06,3885357,4868667,4868667,,
660276473,PUERTO RICO GOLF ASSOCIATION,% PARADAISE COMM CNTR,MARIO JULIA IND PARK 262 CALLE 15NW,SAN JUAN,PR,00920-0000,0000,03,3,1000,202010,1,16,000000000,1,01,,0,0,01,0,12,,,,N6A,
660277132,EDP UNIVERSITY OF PR INC,% EDP COLLEGE OF PUERTO RICO,PO BOX 192303,SAN JUAN,PR,00919-2303,0000,03,3,2000,200907,1,11,000000000,1,01,201906,8,8,01,0,06,19138923,28637466,28637466,B40,
660277396,CENTROS SOR ISOLINA FERRE INC,,PO BOX 7313,PONCE,PR,00732-7313,0000,03,3,1000,198808,1,15,566000000,1,01,201906,8,8,01,0,06,22492527,13260036,13260036,P840,
660288581,PUERTO RICO CONSERVATION TRUST,,PO BOX 9023554,SAN JUAN,PR,00902-3554,0000,03,3,1000,196912,1,17,602561000,2,01,201912,9,9,01,0,12,612208324,52756578,31864455,C300,
660289157,ST LUKES EPISCOPAL CHURCH HOME CARE PROGRAM,,PO BOX 7064,PONCE,PR,00732-7064,3091,03,9,7000,197707,1,10,001000000,5,01,201906,8,8,01,0,06,45115074,45098381,45098381,,
660289274,FEDERACION DE BEISBOL AFICIONADO DE PUERTO RICO,,PO BOX 191897,SAN JUAN,PR,00919-1897,0000,03,3,1000,201409,1,15,000000000,1,01,201912,5,5,01,0,12,551700,687483,687483,N63,
660290927,HTAS DE LOS ANCIANOS DESAMPARADOS HOGAR STA TERESA JORNET DE CUPEY,,181 CALLE TERESA JORNET,SAN JUAN,PR,00926-7542,0000,03,3,1000,201604,1,15,000000000,2,01,201812,6,6,01,0,12,2787597,2874673,2874673,P20,
660292961,MED CENTRO INC,,PO BOX 220,MERCEDITA,PR,00715-0220,0000,03,3,1000,198506,1,12,154000000,1,01,201912,9,9,01,0,12,78014068,87706336,87706336,,FRANCISCO J BAYANILLA
660307031,EL INSTITUTO DE ORIENTACION Y TERAPIA FAMILIAR,% ROSA L RAMIREZ,PO BOX 6994,CAGUAS,PR,00726-6994,0000,03,3,1200,200305,1,15,000000000,1,01,201706,3,4,01,0,06,47390,207756,207756,P40,
660309248,HERMANITAS DE LOS ANCIANOS DESAMPARADOS INC,,PO BOX 9024006,SAN JUAN,PR,00902-4006,0000,03,3,1000,201511,1,15,153382575,1,01,201912,7,4,01,0,12,6443176,427415,427415,P80,HOGAR NTRA SRA DE LA PROVIDENCIA
660310354,PADRES ESCOLAPIOS DE P R INC,,PO BOX 29067,SAN JUAN,PR,00929-0067,0928,03,9,1200,194603,1,10,031150120,5,01,,0,0,06,0,12,,,,,COLEGIO CALASANZ
660310437,CENTRO GERIATRICO LA MILAGROSA,,PO BOX 2247,MAYAGUEZ,PR,00681-2247,0000,03,3,1000,200502,1,15,000000000,1,01,201809,4,4,01,0,09,215473,349011,349011,L22,
660311127,AMERICAN LEGION,% ROBERTO GONZALEZ,PO BOX 363874,SAN JUAN,PR,00936-3874,0925,19,9,1000,194603,1,00,907908000,5,01,201812,2,4,01,0,04,13895,171573,168299,,0160 HEADQUARTERS
660311529,HERMANITAS DE LOS ANCIANOS DESAMPARADOS HOGAR SANTA MARTA,,PO BOX 242,MERCEDITA,PR,00715-0242,0000,03,3,1000,201604,1,15,000000000,2,01,201812,6,6,01,0,12,2292750,2074653,2074653,E91,
660312587,SOCIEDAD PUERTORRIQUEFIA DE EPILEPSIA INC,,1100 CALLE MARGINAL RUIZ SOLER,BAYAMON,PR,00959-0000,0000,03,3,1000,200301,1,15,000000000,1,01,202006,4,4,01,0,06,314052,278303,278303,P20,
660312685,CENTRO COAMENO PARA LA VEJEZ INC,,28 CALLE MARIO BRASCHI,COAMO,PR,00769-2503,0000,03,3,1000,201603,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,P80,
660312690,COOPERATIVA AHORRO Y CREDITO PEPINIANA,,CARR 111 KM 17 9 BO GUATEMALA,SAN SEBASTIAN,PR,00685-0000,0000,14,3,1000,198607,2,00,250000000,1,01,201912,9,6,01,0,12,94892934,4100738,4100738,,
660313509,CENTRO PROVIDENCIA SERVICIOS SOCIALES CATOLICOS,% CARMEN R RIVERA,PO BOX 482,LOIZA,PR,00772-0482,0000,03,3,1000,201512,1,15,000000000,1,01,201806,4,4,01,0,06,141377,317089,317089,P81,
660313822,TEEN CHALLENGE DE PUERTO RICO INC,,PO BOX 4273,BAYAMON,PR,00958-1273,0000,03,3,2000,201205,1,15,059000000,1,01,201812,6,6,01,0,12,3635177,2671368,2671368,O50,
660314537,ACADEMIA CRISTO REY INC,,609 AVE TITO CASTRO STE 102,PONCE,PR,00716-0200,0928,03,9,7200,194603,1,11,000000000,1,01,,0,0,13,0,06,,,,,
660314618,HOGAR CREA INC,,PO BOX 547,SAINT JUST,PR,00978-0547,0000,03,3,1000,198109,1,15,000000000,1,01,201906,8,8,01,0,06,30197720,11085827,9940318,P20,
660318135,UNION INDEPENDIENTE DE EMPLEADOS TELEFONICOS DE P R INC,,LAS LOMAS SO-753 CALLE 31,SAN JUAN,PR,00921-0000,0000,05,3,3000,201905,2,00,000000000,1,01,201906,5,5,01,0,06,966849,530289,530289,J40,
660319405,OBLATAS DEL SANTISIMO REDENTOR INC BO CERRO GORDO BAYAMON PR 00619,% OSR HOGAR DE FATIMA INC,PO BOX 4228,BAYAMON,PR,00958-1228,0000,03,3,1200,199611,1,15,327000000,1,01,201906,4,4,01,0,06,468030,314325,314325,I72Z,BAYAMON GARDEN STATION
660319546,COMITE OLIMPICO DE PUERTO RICO INC OLD NAVAL BASE SAN JUAN,,PO BOX 9020008,SAN JUAN,PR,00902-0008,0000,03,3,2100,199009,0,15,000000000,1,01,201912,8,7,01,0,12,30113317,6040214,5810385,,
660320329,HOGAR COLEGIO LA MILAGROSA,% SISTER CAMEN Z MORALES VERA,AVE FCO JIMENEZ GONZALEZ 987,HATILLO,PR,00659-0000,0000,03,3,2000,201606,1,11,000000000,1,01,202006,4,5,01,0,06,489235,805341,805341,B20,
660320885,SOUTHWESTERN EDUCATIONAL SOCIETY INC,% SOUTWESTERN EDUCATIONAL SOCIETY,PO BOX 40,MAYAGUEZ,PR,00681-0040,0000,03,3,1000,198206,1,11,046000000,1,01,201806,6,6,01,0,06,4480281,2474931,2446348,B99Z,
660321594,AMERICAN CANCER SOCIETY INC,% KAEL REICIN CFO,URB LA MERCED 566 CALLE ALVERIO,HATO REY,PR,00918-0000,0580,03,9,1800,194211,1,15,161180000,1,01,201912,8,7,01,0,12,10157871,6873147,5680306,,ACS OF PUERTO RICO INC
660321954,AREYTO BALLET FOLKLORICO NACIONAL DE PUERTO RICO INC,% ESTELA ORTIZ AGUILU,MARINA BAHIA MG-22 AVE LA MARINA,CATANO,PR,00962-0000,0000,03,3,2000,201809,1,15,000000000,1,01,201912,3,3,02,0,12,63595,30910,30910,A60,
660323248,ASOCIACION DE INTERCAMBIO CULTURAL INC,,PO BOX 10430,SAN JUAN,PR,00922-0430,0000,03,3,1200,198401,1,15,149119000,1,01,201912,7,6,01,0,12,5122221,1463222,1463222,P200,
660324014,LABORERS INTERNATIONAL UNION OF NORTH AMERICA,% IRENE SANCHEZ,PO BOX 366086,SAN JUAN,PR,00936-6086,0121,05,9,3000,194009,2,00,263264279,5,01,201812,0,0,02,0,12,0,0,0,,313 LOCAL MAIL HANDLERS
